oper,att_w_US,const_st,wf_rec,coast_rec,first_st,mean_nep,mean_rel,mean_met,mean_inst,mean_mor,gender,age,edu,income,employ,pol,tech_r,abuse_nep,bal_r_nep,crisis_r_nep,spaceship_nep,bau_nep,extract_r_ins,loss_r_inst,clean_inst,decade_r_mor,right_r_mor,comm_rel,wild_rel,iden_rel,kin_rel,health_rel,other_rel,kin_met,resp_met,iden_met,other_met,lat,long,ResponseID,,zip
1,5,3,3,2,5,4.20,3.67,2,3,3,1,23,4,5,5,1,2,5,4,5,2,5,2,4,5,5,5,3,4,4,5,1,5,3,1,3,1,42.89149475,-71.27870178,R_3VOIs4RZ8lGlJjL,,6330
2,5,4,3,4,4,4.40,3.83,2,3.67,2.5,1,25,7,4,1,3,3,4,5,5,4,4,4,4,5,4,5,4,4,5,4,2,4,2,2,2,2,42.20680237,-70.9552002,R_3W76O9yPDdwJxDD,,2169
2,5,4,3,4,4,2.80,4.5,2,2.33,2.5,1,29,4,5,1,3,2,4,2,3,2,3,1,5,5,4,5,5,5,5,5,2,5,2,1,3,2,42.20680237,-70.9552002,R_40XchjhEy0nAmxL,,1120
2,5,4,2,1,4,4.40,3.5,3.25,4,3,1,32,7,5,5,3,3,5,4,5,4,4,5,4,5,5,5,2,5,4,3,2,5,5,2,5,1,43.64450073,-72.90049744,R_41tJIld8tHgYVH7,,3104
2,5,4,3,3,4,4.80,4.33,1.75,3.67,2.5,1,20,4,8,5,1,1,5,4,5,5,5,3,3,5,4,5,5,5,5,5,1,5,2,1,3,1,41.76150513,-71.51799774,R_42AOFcD8mMn1sNv,,6103
1,5,4,1,4,1,3.00,3.67,1,3,2.5,1,29,4,4,1,1,2,4,2,2,4,3,2,3,4,2,3,4,4,4,3,3,4,1,1,1,1,18.53329468,73.86669922,R_4GzUjLh3S2c0q1L,,4330
2,4,3,3,3,3,3.00,4,2.5,3.33,3,1,20,4,5,3,3,2,4,2,3,2,4,2,2,4,2,2,4,4,4,4,4,4,1,3,3,3,41.88139343,-71.55670166,R_4IthKmgHNSfijaZ,,1375
2,4,4,3,2,4,3.20,3.5,2.5,3,3,2,33,6,5,2,3,3,4,4,3,2,3,2,3,4,4,4,4,3,3,4,3,4,2,2,3,3,42.59080505,-71.80549622,R_4JwwBo0IGilUEkd,,6708
2,3,,2,5,3,3.80,3.33,3.25,3,2.5,1,23,6,2,1,3,4,4,4,3,4,4,3,4,4,3,4,4,4,2,4,2,4,3,3,4,3,43.31990051,-70.63179779,R_4ME0EXGMx0uGEZv,,3079
1,3,,2,2,4,3.60,3.67,2,2.67,4,1,22,6,4,1,1,3,4,4,3,4,3,2,4,4,5,3,4,4,3,5,1,5,3,2,2,1,41.82069397,-71.44920349,R_4My9hc6sFmvKdBH,,2703
2,5,4,3,3,3,4.00,3.67,2.25,3,2.5,1,28,7,6,1,3,3,5,4,5,2,4,2,4,5,4,5,4,4,4,4,1,5,2,2,4,1,41.9980011,-71.49410248,R_4Obwgz5yXr8Q3RP,,2809
2,5,4,3,3,5,4.40,3.83,2.75,2.67,1,2,27,3,2,1,3,2,5,4,5,4,4,2,5,5,1,5,4,4,5,4,1,5,3,4,3,1,38,-97,R_4T2ELhai4gkcMId,,1462
2,4,4,3,4,4,4.20,3.67,2.5,3.33,2.5,1,22,6,8,5,3,3,4,4,4,4,5,3,4,5,3,4,4,3,3,4,4,4,3,2,3,2,42.36990356,-71.23529816,R_4UszAknxHX1fcMd,,4101
2,4,3,3,2,2,4.40,3.5,2,3.67,3,1,35,7,6,3,2,3,5,4,4,5,4,2,2,5,4,4,4,2,4,5,1,5,4,1,2,1,41.76939392,-71.46759796,R_4Vhw34Ky39LASoZ,,3878
2,5,4,4,4,5,5.00,4.5,1,2.67,2.5,2,20,6,3,5,1,1,5,5,5,5,5,2,5,5,4,5,5,5,5,4,3,5,1,1,1,1,42.28570557,-71.82920074,R_4VN278d6PHU55eB,,2108
2,5,4,3,3,3,3.80,4,1.75,4,2,2,32,3,6,1,2,2,4,3,4,4,4,3,2,5,2,4,4,4,4,4,4,4,2,1,2,2,42.42469788,-71.11119843,R_4YM3Z11a6BePDaB,,2908
2,4,3,3,3,4,4.20,3.67,2.5,3.67,2.5,1,30,7,4,2,3,2,5,4,4,4,4,3,3,5,3,4,4,4,4,4,2,4,3,2,3,2,40.67019653,-73.89440155,R_4Z0Y1kYXgWdDSf3,,1430
2,5,4,3,3,4,4.00,3.17,3,3,4,1,33,7,7,1,1,1,4,4,5,3,4,2,4,5,4,2,4,2,3,3,2,5,4,2,5,1,42.29910278,-72.27570343,R_4Z7dgqxQPC6fnBr,,6854
2,4,,3,2,3,3.60,4,2.25,3,3,1,51,4,2,2,3,3,4,4,3,4,3,3,5,5,4,4,4,4,5,5,1,5,2,2,4,1,31.95219421,-97.34590149,R_4ZLFXfUxyZAqyFf,,6111
2,5,4,2,2,2,4.20,5,1,3,2,2,30,3,2,1,5,1,5,4,4,4,4,2,4,5,2,4,5,5,5,5,5,5,1,1,1,1,42.23890686,-71.08100128,R_4ZmRsf3Jg7xcJdH,,3034
2,3,3,3,4,3,3.60,3.5,3,3.33,3,2,57,4,5,6,1,3,4,3,3,4,4,3,3,4,3,3,4,3,3,4,3,4,3,3,3,3,42.42810059,-71.05460358,R_50bTj8paHBwSlHD,,1020
1,5,4,3,3,4,4.20,4,2.75,2.67,3,1,63,7,6,1,1,4,5,5,5,2,4,2,5,5,5,5,4,4,4,5,2,5,2,1,4,4,44.3296051,-69.86470032,R_54GKsJiZ7KDpbcp,,4740
2,4,4,3,3,4,4.80,4.33,1.25,2.67,3,1,23,7,1,5,1,2,5,5,5,4,5,2,5,5,5,5,5,5,5,5,1,5,2,1,1,1,42.12440491,-71.66529846,R_54lJ0DwiDgQkmzz,,2215
2,5,4,3,4,3,4.40,4,1.5,2.67,3.5,1,26,6,5,1,1,3,5,4,5,3,5,2,5,5,5,4,4,4,5,4,2,5,2,1,1,2,44.08610535,-70.24340057,R_54pfYynpEFAvPwx,,2919
2,4,4,2,2,4,4.80,4.33,1.25,3.33,3,1,39,7,7,1,3,2,5,4,5,5,5,4,5,5,5,5,5,5,5,5,1,5,1,1,2,1,41.85270691,-72.73619843,R_55qQpaisGvSjSS1,,4263
2,4,3,2,3,3,2.60,3.5,3.5,2.67,3,2,23,6,5,2,1,3,3,3,2,4,1,2,4,4,3,3,4,3,4,4,2,4,3,3,5,3,43.68330383,4.133300781,R_56JZsLk5so0ia0Z,,6281
1,4,4,3,2,5,4.00,3.67,2,3,3,1,54,3,6,1,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,2,4,2,2,3,1,42.27929688,-71.24500275,R_5ALEck3XOWIRRf7,,2062
2,5,4,3,5,4,4.60,3.67,1.33,3,2.5,2,67,7,6,6,1,2,4,4,5,5,5,2,4,5,4,5,4,4,4,4,2,4,,1,2,1,43.81719971,-70.17829895,R_5Ao3wv4u5dMDnvf,,4103
2,5,4,3,2,5,3.40,3.5,2.25,3,2.5,2,31,7,6,1,5,3,3,4,3,4,3,2,4,5,3,4,3,3,4,4,3,4,3,2,2,2,41.49760437,-71.73600006,R_5bBg3UlRcT9zQXz,,1536
2,4,3,3,5,3,2.40,3.17,4.25,3,3.5,1,25,4,2,3,3,4,3,2,3,2,2,3,4,4,3,2,4,2,2,4,3,4,4,5,5,3,42.41630554,-70.99690247,R_5BGLiu7ObeccajP,,6095
2,4,1,1,5,3,3.80,3.83,1.5,3.67,3,2,28,4,3,5,3,3,3,4,4,4,4,4,4,5,4,4,4,3,4,4,4,4,1,2,2,1,42.28930664,-71.79440308,R_5Bzvn7OZ1Ql7D1z,,3110
2,5,4,3,2,3,5.00,4,2.75,3.33,3,1,30,6,1,2,3,5,5,5,5,5,5,4,5,5,5,5,4,5,5,4,1,5,3,2,4,2,42.29029846,-72.64040375,R_5cGeZbsxb2e2HEF,,4282
2,4,4,3,4,4,3.20,4,1.75,3,3,1,27,3,4,1,3,4,4,2,4,2,4,2,4,5,4,4,5,4,5,5,1,4,2,3,1,1,41.96789551,-71.47589874,R_5cKUhdhMsebiGlT,,2155
2,4,4,5,2,5,4.40,3.5,2.5,3,3,2,29,4,3,1,2,1,4,4,4,5,5,2,4,5,4,4,4,4,4,3,2,4,3,2,4,1,41.72990417,-71.2582016,R_5dvDU4xC3PMBpUF,,6457
2,4,,3,2,4,2.20,2.67,4,3.33,3,1,44,3,1,5,3,2,2,2,2,3,2,2,2,4,4,4,2,2,4,2,4,2,5,3,5,3,42.19259644,-72.45980072,R_5i0au36wPN2VtJ3,,1845
2,5,4,3,5,4,4.40,4.17,2.5,3.33,3,1,57,6,10,4,1,5,5,5,5,2,5,4,5,5,5,5,5,5,5,4,1,5,3,1,4,2,41.51829529,-72.71299744,R_5jdQhnCqlYQYnZj,,1906
2,5,4,3,3,5,5.00,4.33,1,3,3,2,29,5,4,1,3,1,5,5,5,5,5,3,5,5,5,5,5,5,5,5,1,5,1,1,1,1,42.31590271,-71.05590057,R_5mMMkal0oe6JG1T,,1524
1,4,3,2,3,4,4.40,3.5,3.25,3.67,2.5,1,23,6,3,1,2,2,5,4,4,5,4,2,1,4,4,5,4,2,2,4,4,5,3,3,5,2,42.58790588,-71.34980011,R_5nbEs2ZclGiccqp,,3244
2,5,4,3,2,3,2.60,4.33,1.25,3.33,3,2,25,3,1,3,1,3,3,2,2,3,3,3,4,5,2,2,5,4,4,5,3,5,1,1,1,2,42.65229797,-71.3506012,R_5ndSEURIN8H1bSJ,,6511
2,5,4,3,2,3,4.60,4.17,2,3,3,1,28,6,5,2,3,2,5,4,5,4,5,3,5,5,5,5,3,5,4,5,3,5,3,1,3,1,41.73950195,-71.32060242,R_5nDu09Ohy36sjVr,,66503
1,5,4,3,3,4,2.80,2.33,4.5,3.33,3,2,18,4,9,5,2,2,4,4,2,2,2,2,2,4,2,2,2,2,1,1,4,4,5,5,5,3,42.45739746,-71.21779633,R_5nkEqpFxUMekQIt,,6488
2,5,4,3,4,5,4.60,4,2,3,3,2,18,3,5,5,3,1,4,5,5,4,5,2,4,5,4,4,5,5,4,4,1,5,2,2,3,1,42.61790466,-70.7154007,R_5u22Vyg67iBFZVb,,6110
2,5,4,3,2,4,5.00,4,1.75,4,2.5,2,30,6,5,1,1,2,5,5,5,5,5,2,1,5,4,5,4,4,5,5,1,5,1,1,1,4,42.58990479,-71.98870087,R_5ut2tqTHns5SeQB,,66503
2,5,4,3,4,3,4.40,3.67,2,3.33,2.5,1,25,6,7,1,1,2,5,4,4,5,4,4,5,5,4,5,4,4,4,4,2,4,2,1,3,2,42.42469788,-71.11119843,R_5vFl5h1swraARmd,,4434
1,4,3,3,2,4,3.80,3.17,3.5,3.33,3,2,31,6,4,1,3,2,4,4,3,4,4,3,4,5,3,3,3,2,3,4,3,4,4,3,4,3,44.86349487,-68.84020233,R_5vwhuShCk2H3fw1,,6268
2,5,4,3,2,4,4.80,3.5,1.5,4,2.5,2,30,6,5,1,1,2,5,5,5,4,5,3,2,5,4,5,4,3,5,4,1,4,2,1,1,2,42.58990479,-71.98870087,R_5w439KNNQxKMf9H,,2726
1,4,4,3,1,3,3.60,2.17,5,3,3,2,40,4,5,1,3,4,4,3,4,4,3,2,3,4,3,3,3,1,1,2,2,4,5,5,5,5,42.12980652,-72.5687027,R_5yVMo4tqkV1of3L,,2215
1,5,4,5,3,5,4.40,3.67,2.25,3,3,1,25,6,5,4,1,1,5,4,5,4,4,2,4,5,4,4,5,5,4,3,1,4,3,2,3,1,41.34519958,-72.1088028,R_5zEwqQU3Nx8NxtP,,1089
2,4,3,3,2,4,4.80,4.17,1,2.67,3,2,35,6,6,1,3,4,4,5,5,5,5,2,5,5,5,5,4,4,5,5,2,5,1,1,1,1,40.76620483,-73.98619843,R_6DalweIymPAufM9,,4401
2,4,4,3,3,3,2.40,3.33,2.5,3,2.5,2,29,6,7,1,3,2,3,2,2,3,2,2,3,4,2,3,4,4,3,3,3,3,2,2,3,3,41.85270691,-72.73619843,R_6DuQ2ejBJhSrXy5,,2114
2,5,4,5,3,5,1.80,3.67,2.75,3,3,2,40,5,4,2,3,1,2,2,2,1,2,1,2,4,2,2,4,2,5,5,2,4,3,3,3,2,42.33859253,-71.85310364,R_6eWLlRj99hivOEl,,3301
2,5,4,3,2,4,4.60,4.17,2,3.67,3,1,22,2,6,2,5,3,5,4,4,5,5,4,4,5,4,4,5,4,4,5,2,5,2,2,3,1,42.05439758,-71.75479889,R_6fHtAi514WJaiGx,,2128
2,5,4,3,2,4,4.40,3.83,1.75,3,3,1,43,5,2,2,1,2,4,4,5,4,5,3,5,5,4,4,5,3,4,3,3,5,2,1,3,1,44.56159973,-69.55590057,R_6fiXZOdlZ67ceNL,,2889
2,5,4,3,3,3,5.00,3.67,2.25,2.67,2.5,1,36,7,7,1,1,4,5,5,5,5,5,2,5,5,4,5,5,3,4,5,1,4,3,2,2,2,42.19259644,-72.45980072,R_6Gd3llQdQpVornD,,4730
1,5,4,3,3,4,3.40,3.33,3.75,2.67,3.5,2,25,4,4,1,2,3,4,3,3,4,3,2,4,4,3,2,4,3,2,3,4,4,4,3,5,3,41.83940125,-73.12550354,R_6JRf3ZMco16QsSN,,1080
2,4,4,3,2,3,2.80,3.83,3.25,2.67,3.5,2,29,6,5,1,4,2,4,2,2,4,2,2,4,4,5,4,4,4,4,4,3,4,4,3,3,3,42.84959412,-72.66439819,R_6kUNkAbZYipCJJr,,95363
2,4,4,3,2,3,3.20,3.17,3.75,3.67,2.5,1,37,7,6,1,1,2,3,3,3,4,3,2,2,5,2,3,4,4,2,3,2,4,5,3,5,2,41.73049927,-71.11450195,R_6KzcPDlHa16dpxr,,6905
2,5,4,5,2,4,4.20,3.5,2.5,3,2.5,2,30,6,10,1,3,3,5,4,5,3,4,3,5,5,2,3,3,3,5,4,3,3,2,2,3,3,41.74240112,-72.69049835,R_6L1FceTSxoVJpmR,,2921
2,5,4,3,5,5,5.00,4.17,1.25,3,3.5,2,50,4,5,1,3,1,5,5,5,5,5,2,4,5,5,4,4,5,5,5,1,5,1,1,2,1,44.08610535,-70.24340057,R_6loeHiF2QwQm0QJ,,2895
1,4,3,3,2,4,4.80,3.67,2.5,3.33,2.5,1,21,6,6,5,3,3,5,4,5,5,5,3,4,5,4,5,4,4,4,4,1,5,3,3,3,1,41.54710388,-72.34300232,R_6mbcyrj4wmFuEV7,,28777
2,5,4,3,5,4,4.00,3.67,1.25,2.67,2.5,2,43,4,4,6,1,2,4,4,4,4,4,2,4,4,4,5,4,4,4,4,2,4,1,2,1,1,43.18710327,-70.91000366,R_6mVB9yxTAbOOii1,,2148
2,5,4,3,2,5,4.60,4.33,1.5,3,3,1,31,7,8,1,1,2,5,4,5,4,5,3,5,5,5,5,5,5,5,5,1,5,2,1,2,1,41.49940491,-72.97640228,R_6nfI0zvXDXzSLhr,,1082
2,4,3,3,3,4,4.00,3.67,2.5,3.33,3,1,33,7,6,1,3,2,4,3,4,4,5,3,4,5,4,4,4,4,4,4,2,4,3,2,3,2,42.0796051,-71.03820038,R_6P5qGwDAlA0tRM9,,2130
2,5,4,3,4,3,4.00,3.67,2.25,3,2.5,2,22,6,7,1,1,2,5,4,3,4,4,2,3,4,2,3,4,4,3,4,2,5,3,2,3,1,42.19119263,-71.77890015,R_6PxAP7IAnkSd1tj,,1532
2,5,4,3,4,3,2.00,3.33,3.5,3,2.5,1,19,4,11,5,2,1,2,2,2,2,2,3,4,4,3,4,5,2,1,4,4,4,4,3,5,2,51.5,-0.130004883,R_6PxHJBxOhJQc4It,,1027
2,5,4,3,5,3,3.20,4.17,2.75,3,4,2,20,4,6,1,3,1,4,2,4,2,4,2,4,5,4,2,5,4,4,4,4,4,4,2,3,2,41.61230469,-73.41210175,R_6PXRlYCPNLWkyEZ,,2115
2,4,3,3,2,4,5.00,5,1.75,3.67,3,1,35,4,3,1,3,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,3,1,42.9703064,-72.27999878,R_6Q2bKss6ad5PRAN,,1524
2,3,4,1,3,1,3.40,3.83,2.25,3,3,1,35,6,5,2,2,4,5,3,2,4,3,3,4,4,5,5,4,4,5,4,3,3,3,1,2,3,37.63690186,-121.0171051,R_6QIHyPaXoQzNeqF,,2324
1,5,4,3,3,4,3.80,3.83,1.25,3.67,3,1,36,6,6,1,1,2,4,4,3,4,4,4,4,5,4,4,4,4,4,5,2,4,1,1,2,1,41.77270508,-71.35030365,R_6QknmxyHTy4LkpL,,4740
2,5,4,3,2,5,4.40,4.67,2,2.67,3,1,21,4,1,5,3,3,5,3,5,4,5,2,5,5,4,4,5,5,5,5,3,5,3,1,3,1,44.66090393,-74.92579651,R_6rEMPZ6jxEWzWpn,,2067
1,5,3,3,5,4,2.80,4.17,2.25,3,2.5,1,26,6,6,3,3,3,4,2,1,4,3,3,5,5,3,4,5,4,3,5,3,5,2,2,3,2,42.94030762,-71.4434967,R_6rJc8bEtejdvTJr,,6109
2,4,4,4,3,3,4.40,3.5,2.25,3,3,2,29,7,7,1,1,3,5,4,5,4,4,2,3,4,4,4,4,5,2,3,3,4,3,1,4,1,40.7808075,-73.97720337,R_6RLjg7evicLqQER,,1602
2,4,4,1,3,3,3.80,4.5,1.75,3.33,3,1,23,5,5,4,3,3,4,4,4,2,5,4,5,5,4,4,5,4,5,5,3,5,2,1,3,1,44.27180481,-70.25060272,R_6rN52dcPT1pH0wZ,,2482
2,5,4,4,3,5,3.80,4,1.75,3.33,3,2,20,4,7,5,3,1,4,3,4,4,4,3,4,5,4,4,4,4,4,4,4,4,2,2,2,1,42.34509277,-71.09929657,R_6rQf5tvvvW00JQ9,,4240
2,5,4,3,4,3,4.00,3.83,1.25,3.33,3,1,28,6,5,2,3,3,4,4,4,4,4,3,4,5,4,4,4,3,4,4,4,4,1,1,2,1,43.66059875,-70.53209686,R_6S9623OwcAKEcFn,,3857
2,4,4,3,2,3,4.60,3.17,3.25,2.67,2.5,1,26,6,8,1,1,3,5,5,5,4,4,2,5,5,4,5,4,2,3,4,1,5,4,1,5,3,42.79499817,-71.2256012,R_6sVd1MweY9SicqF,,2347
2,5,4,3,5,3,3.40,3.33,3.25,2.67,3,2,44,7,8,1,1,4,4,4,4,2,3,2,4,4,4,4,4,3,3,4,2,4,4,2,5,2,42.35820007,-71.05069733,R_6teJEBpxwITFEeF,,3049
2,5,4,3,4,4,4.40,4,2.25,4,3.5,1,19,4,11,5,3,3,4,4,4,5,5,2,1,5,4,3,5,5,3,4,2,5,2,2,3,2,42.03959656,-71.53050232,R_6tKvYgpRwpGKYIJ,,1519
2,5,4,4,4,4,3.40,4.5,1,3,3,2,24,3,4,1,1,1,5,2,3,4,3,2,4,5,4,4,5,4,5,5,3,5,1,1,1,1,44.86349487,-68.84020233,R_6uvGyYGLHUGAAJv,,4210
2,5,4,3,4,3,5.00,4.5,2,2.67,3,1,22,6,7,1,3,2,5,5,5,5,5,2,5,5,5,5,5,5,5,5,2,5,2,2,2,2,42.34509277,-71.09929657,R_6VuQlrLPWH4RnMx,,1760
2,5,4,5,4,5,4.20,4.33,2.25,2.67,3,1,34,6,1,5,3,3,4,5,4,4,4,2,5,5,3,3,4,5,5,5,2,5,3,2,3,1,40.7492981,-73.68240356,R_6XaRkSzHHtkdA9v,,2135
2,4,4,3,3,3,4.20,4.17,2.75,4,3,2,22,6,5,1,5,3,5,4,5,4,3,4,3,5,5,5,5,4,5,5,1,5,4,2,4,1,42.40629578,-71.05120087,R_6zFMEXiuo6JhBxX,,2132
1,5,4,3,1,3,4.60,4,2.25,3.67,3,2,34,3,2,3,3,2,5,5,4,5,4,5,5,5,5,5,3,3,5,5,3,5,2,3,3,1,41.90330505,-72.58540344,R_71iNBFYHgguGso5,,1970
2,5,4,3,5,3,5.00,4.33,1,2.67,3,2,29,7,7,2,1,1,5,5,5,5,5,2,5,5,5,5,5,5,5,5,1,5,1,1,1,1,41.28640747,-72.79560089,R_7364pEfSwZbety5,,1801
2,4,4,3,3,4,3.00,3.83,2.25,2.67,2,2,24,6,1,5,1,2,4,3,4,2,2,1,4,5,1,3,5,5,3,3,2,5,3,2,3,1,30.07989502,-95.41719818,R_74gDGFzRbg17jAV,,2135
1,5,4,3,2,4,4.20,4.17,2.25,3.33,3,2,19,4,7,5,1,2,4,4,5,4,4,3,4,5,5,5,4,4,5,5,2,5,3,1,3,2,41.30220032,-73.38829803,R_74jwdrwcyshimix,,4240
2,4,4,2,4,3,3.40,3.67,2,3.33,3,2,41,3,6,1,2,3,4,4,2,3,4,2,3,5,4,4,4,4,4,4,2,4,2,2,2,2,41.978302,-70.74669647,R_74LJ8nixoVPRv81,,2830
2,5,4,4,5,4,3.00,3.67,2.25,3,3,2,20,6,6,1,3,2,3,3,3,3,3,3,4,4,3,3,4,4,4,3,4,3,2,2,3,2,44.5677948,-69.21900177,R_74mK9ZOkbE0WEnP,,1810
2,5,4,3,4,4,5.00,3.67,2,3.67,3,1,32,5,7,1,1,2,5,5,5,5,5,5,5,5,5,5,4,4,5,4,1,4,2,2,1,3,41.36860657,-71.86370087,R_74n6blPytasQNPn,,1230
2,5,4,3,4,3,4.40,4.17,2.5,3,3.5,2,39,6,8,1,3,4,4,5,5,4,4,3,5,5,5,4,5,4,5,5,2,4,3,2,3,2,42.75300598,-71.08609772,R_77BfnjlVOWOW1y5,,3086
2,5,3,3,3,3,3.80,4.33,3.25,3.33,3,1,34,4,4,1,2,3,4,4,3,4,4,2,3,5,5,5,5,4,4,5,4,4,4,2,5,2,40.73980713,-73.93540192,R_77ekb9Cqx0dSACN,,2780
2,5,4,3,5,4,3.80,3.5,3,3.67,3,2,26,4,4,1,5,3,4,3,4,4,4,3,2,4,4,4,4,4,3,3,3,4,3,3,3,3,42.40190125,-71.11930084,R_78HXVWjXQKQgbrv,,4553
1,5,4,3,4,5,4.60,4.33,1,2.33,3,1,32,6,7,1,3,1,5,5,4,5,4,1,5,5,5,5,5,5,5,5,1,5,1,1,1,1,41.74240112,-72.69049835,R_78tNW32zHdAnvI9,,2143
2,5,4,2,5,4,3.80,3.5,2,3,3,2,41,3,6,1,2,4,4,4,3,4,4,2,4,5,4,4,3,4,4,4,2,4,2,2,2,2,41.978302,-70.74669647,R_79BO6LOktjfGe2x,,2878
2,5,4,2,5,3,5.00,4.17,1.5,3.67,3,1,32,6,9,2,1,2,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,2,1,2,1,42.37219238,-71.17870331,R_7NwFnzITm6AMlcp,,1742
2,5,4,2,5,3,4.20,3.17,2,3,3,1,31,6,8,3,1,3,4,4,5,4,4,2,4,5,5,5,3,2,5,3,1,5,3,2,1,2,41.36860657,-71.86370087,R_7Og2Hxys5yl6m7H,,2446
2,5,4,2,2,1,2.80,3.67,1.5,3.33,3,2,27,6,5,1,1,2,4,2,2,4,2,2,2,4,2,2,4,4,4,4,2,4,1,1,2,2,41.81329346,-71.36190033,R_7OI0txvPG1Ndt1r,,1776
2,4,3,3,2,3,3.00,3.33,2.75,3.67,2,2,25,6,7,1,3,1,3,3,2,4,3,2,2,5,2,4,4,2,3,4,3,4,3,2,3,3,35.17070007,-80.79199982,R_7OoNH8Qb3uBnaW9,,6457
2,5,4,3,4,5,4.00,4.33,2.5,4,3.5,1,21,4,8,5,3,2,4,4,4,3,5,3,2,5,4,3,5,5,5,4,2,5,3,2,3,2,42.66549683,-71.59519958,R_7R3j2aVNBbOKO21,,3868
1,5,4,3,2,5,3.80,4,2.25,2.67,3,2,36,2,3,2,4,2,4,4,4,4,3,2,4,4,3,3,4,4,4,4,4,4,2,2,2,3,43.62530518,-70.29550171,R_7TFdGWuq4yWiVvv,,1507
2,5,4,3,4,4,4.40,3.67,2.25,3,3,1,45,6,5,1,3,4,4,4,5,4,5,3,5,5,5,5,3,4,5,4,1,5,2,2,2,3,42.25959778,-71.47029877,R_7Vhp1Tuopm40rFX,,6770
2,4,4,4,1,4,2.60,3.83,2.5,3.33,2,1,24,4,4,3,1,2,3,3,4,1,2,2,3,5,2,4,5,3,4,5,3,3,2,2,3,3,41.75270081,-72.75849915,R_7VtR7o43v3unfBr,,6357
1,3,3,2,4,3,4.00,3.5,3.25,3,2.5,1,25,6,2,5,3,2,5,4,4,3,4,3,4,4,4,5,4,4,3,4,2,4,3,3,4,3,37.61920166,-77.4960022,R_7ZI9nBbS8V8jeq9,,4364
2,5,4,3,2,5,4.80,4.17,1.5,3,2.5,1,56,4,4,3,1,3,5,5,5,4,5,2,4,5,4,5,4,4,5,5,2,5,2,1,2,1,42.52789307,-70.92870331,R_81VySqk5NT9vGxT,,2420
2,5,4,3,3,5,3.40,3.33,3.5,3,3,1,34,7,4,1,3,3,4,3,3,4,3,2,4,5,4,4,5,2,2,3,4,4,5,3,4,2,42.05940247,-71.93560028,R_82Py6qhFA9ja7VH,,6320
2,4,4,3,2,5,4.40,3.5,2.25,3.67,3,1,43,7,7,1,3,3,4,5,5,3,5,4,4,5,5,5,4,4,4,4,1,4,2,2,3,2,42.34579468,-71.55059814,R_86RtqwQWvDwihUN,,6450
2,5,4,3,2,5,4.20,4,2,4,3.5,1,27,6,4,1,1,2,5,2,5,4,5,3,2,5,5,4,4,4,4,5,2,5,2,2,2,2,41.35890198,-72.33959961,R_8A35Ep4FY0wNQmV,,2914
1,4,4,3,4,3,4.60,3.67,1.75,2.67,3,1,27,5,7,1,5,4,5,4,5,4,5,2,4,4,5,5,4,5,4,4,1,4,2,1,3,1,43.79400635,-70.39790344,R_8bL6I05G7NV5TqB,,4106
2,5,4,4,3,5,4.00,3.83,2,3.33,2.5,2,19,4,1,5,1,1,5,2,5,4,4,4,5,5,3,4,4,4,4,5,1,5,2,2,3,1,42.0644989,-71.08709717,R_8BQwbFdBUl9Ps8t,,2215
1,4,3,4,2,2,3.20,3.17,3,3,2,2,38,6,10,1,1,2,3,2,3,4,4,2,3,4,2,,4,2,3,4,4,2,2,3,4,3,19.98330688,73.80000305,R_8c8AuB5J2crS6Il,,2886
2,5,4,3,3,3,3.20,3.83,1.75,3,3,2,34,5,2,1,1,2,4,2,2,4,4,1,2,4,4,4,3,3,4,5,3,5,1,1,1,4,46.68850708,-67.9910965,R_8CeLwJuUrJIFbiR,,6776
2,5,3,3,4,4,3.80,3.67,2.75,3.33,3.5,1,36,6,4,5,1,3,4,3,4,4,4,3,4,5,5,4,4,4,4,3,2,5,3,2,4,2,42.35839844,-71.05979919,R_8cTb4VIGELREwHX,,1432
2,5,4,4,3,5,4.80,4.33,1,3.67,1,1,35,6,1,1,1,4,5,5,5,5,4,5,5,5,1,5,5,5,5,5,1,5,1,1,1,1,52.36669922,4.899993896,R_8dicYIpm2nFQfiJ,,2446
2,3,3,3,2,3,3.20,3,2.75,3,3,2,26,7,4,2,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,41.75270081,-72.75849915,R_8dJVk5zGuA4Ncmp,,2857
1,3,,2,3,2,5.00,4,2.75,3.67,3,1,55,3,3,3,1,4,5,5,5,5,5,5,5,5,5,5,4,5,4,5,2,4,4,2,2,3,41.62980652,-71.66770172,R_8e8rphJ7hGXMkGF,,2703
2,5,4,3,5,3,3.80,3.67,1.25,3,3,1,41,4,2,4,1,2,4,4,4,4,3,2,4,5,4,4,4,4,4,4,2,4,1,1,2,1,41.77749634,-71.4332962,R_8H569CAJCPI3gEt,,6470
2,4,4,3,3,3,3.80,3.5,2.25,3.33,3,1,48,6,6,1,3,3,4,4,3,4,4,4,4,4,4,4,4,4,3,4,2,4,2,2,3,2,40.792099,-73.94390106,R_8HVtyNezMgl4FFj,,2301
